Word,Frequency,Frequency (%)
оставьте,14,0.00803%
жару,14,0.00803%
сонечка,14,0.00803%
конце,14,0.00803%
постель,14,0.00803%
свет,14,0.00803%
становилось,14,0.00803%
уверяю,14,0.00803%
изредка,14,0.00803%
иль,14,0.00803%
хуже,14,0.00803%
вторых,14,0.00803%
иных,14,0.00803%
надобно,14,0.00803%
ответила,14,0.00803%
кем,14,0.00803%
захотелось,14,0.00803%
оставил,14,0.00803%
марфы,14,0.00803%
твоего,14,0.00803%
пятьдесят,14,0.00803%
слез,14,0.00803%
дивана,14,0.00803%
платок,14,0.00803%
странным,14,0.00803%
тысячу,14,0.00803%
причиной,14,0.00803%
сил,14,0.00803%
сударь,14,0.00803%
раньше,14,0.00803%
жалко,14,0.00803%
прочим,14,0.00803%
войти,14,0.00803%
сестры,14,0.00803%
выпил,14,0.00803%
голубчик,14,0.00803%
цель,14,0.00803%
судить,14,0.00803%
душу,14,0.00803%
поспешил,14,0.00803%
дуни,14,0.00803%
ресслих,14,0.00803%
лист,14,0.00803%
знают,14,0.00803%
слава,14,0.00803%
вашим,14,0.00803%
лестница,14,0.00803%
пятнадцать,14,0.00803%
личико,14,0.00803%
отсюда,14,0.00803%
больного,14,0.00803%
разу,14,0.00803%
петровны,14,0.00803%
помня,14,0.00803%
петру,14,0.00803%
ночью,14,0.00803%
семеновне,14,0.00803%
ярко,14,0.00803%
запор,14,0.00803%
разговора,14,0.00803%
заметить,14,0.00803%
подушку,14,0.00803%
пороге,14,0.00803%
улыбнулся,14,0.00803%
начало,14,0.00803%
деловой,13,0.00746%
оставалось,13,0.00746%
холодно,13,0.00746%
неизвестно,13,0.00746%
iv,13,0.00746%
историю,13,0.00746%
нечаянно,13,0.00746%
обеими,13,0.00746%
сорок,13,0.00746%
последних,13,0.00746%
тьфу,13,0.00746%
усилием,13,0.00746%
начинала,13,0.00746%
сударыня,13,0.00746%
какому,13,0.00746%
умерла,13,0.00746%
ответ,13,0.00746%
очередь,13,0.00746%
ужас,13,0.00746%
остался,13,0.00746%
ожидал,13,0.00746%
жильцов,13,0.00746%
умрет,13,0.00746%
народ,13,0.00746%
жена,13,0.00746%
иду,13,0.00746%
изо,13,0.00746%
ждали,13,0.00746%
кое,13,0.00746%
двор,13,0.00746%
фомич,13,0.00746%
раздумье,13,0.00746%
посмотреть,13,0.00746%
решено,13,0.00746%
петь,13,0.00746%
голоса,13,0.00746%
наши,13,0.00746%
утро,13,0.00746%
бежать,13,0.00746%
четвертый,13,0.00746%
бумагу,13,0.00746%
пить,13,0.00746%
рук,13,0.00746%
спит,13,0.00746%
прийти,13,0.00746%
скорей,13,0.00746%
прошла,13,0.00746%
эй,13,0.00746%
прежнее,13,0.00746%
подошла,13,0.00746%
состояние,13,0.00746%
дому,13,0.00746%
полу,13,0.00746%
прав,13,0.00746%
помилуйте,13,0.00746%
шляпу,13,0.00746%
взглянул,13,0.00746%
бывший,13,0.00746%
офицер,13,0.00746%
пульхерии,13,0.00746%
николай,13,0.00746%
ради,13,0.00746%
надеюсь,13,0.00746%
мыслей,13,0.00746%
вследствие,13,0.00746%
статью,13,0.00746%
гостя,13,0.00746%
хотели,13,0.00746%
пойти,13,0.00746%
зосимову,13,0.00746%
зосимова,13,0.00746%
прочь,13,0.00746%
заметили,13,0.00746%
сразу,13,0.00746%
никодим,13,0.00746%
v,12,0.00689%
баба,12,0.00689%
канаву,12,0.00689%
выйдет,12,0.00689%
захотел,12,0.00689%
приподнялся,12,0.00689%
дорогой,12,0.00689%
лебезятникова,12,0.00689%
софьи,12,0.00689%
покойник,12,0.00689%
испуге,12,0.00689%
беда,12,0.00689%
толпу,12,0.00689%
думая,12,0.00689%
бледное,12,0.00689%
каждое,12,0.00689%
столом,12,0.00689%
каждым,12,0.00689%
бросить,12,0.00689%
пошли,12,0.00689%
дочери,12,0.00689%
сесть,12,0.00689%
показался,12,0.00689%
моем,12,0.00689%
догадался,12,0.00689%
какою,12,0.00689%
моих,12,0.00689%
адрес,12,0.00689%
удар,12,0.00689%
полной,12,0.00689%
чиновника,12,0.00689%
отдал,12,0.00689%
ужасное,12,0.00689%
дайте,12,0.00689%
двора,12,0.00689%
ужаса,12,0.00689%
смотри,12,0.00689%
сирот,12,0.00689%
виноват,12,0.00689%
имя,12,0.00689%
умер,12,0.00689%
дама,12,0.00689%
воскликнул,12,0.00689%
получила,12,0.00689%
задумчиво,12,0.00689%
убежден,12,0.00689%
ждать,12,0.00689%
глядеть,12,0.00689%
силах,12,0.00689%
услышал,12,0.00689%
случалось,12,0.00689%
большая,12,0.00689%
ивановной,12,0.00689%
послышался,12,0.00689%
заходил,12,0.00689%
одною,12,0.00689%
вновь,12,0.00689%
снял,12,0.00689%
произошло,12,0.00689%
сон,12,0.00689%
странная,12,0.00689%
делает,12,0.00689%
похороны,12,0.00689%
побледнел,12,0.00689%
грустно,12,0.00689%
ушел,12,0.00689%
женщин,12,0.00689%
показал,12,0.00689%
нервы,12,0.00689%
некоторого,12,0.00689%
мнение,12,0.00689%
iii,12,0.00689%
необыкновенно,12,0.00689%
получил,12,0.00689%
здоров,12,0.00689%
шла,12,0.00689%
знакомый,12,0.00689%
иисус,12,0.00689%
пуще,12,0.00689%
черта,12,0.00689%
водой,12,0.00689%
подозрения,12,0.00689%
новый,12,0.00689%
новые,12,0.00689%
выйти,12,0.00689%
сообразить,12,0.00689%
слабо,12,0.00689%
старушонка,12,0.00689%
которыми,12,0.00689%
врешь,12,0.00689%
ногами,12,0.00689%
продолжала,12,0.00689%
навсегда,12,0.00689%
впоследствии,12,0.00689%
вскочил,12,0.00689%
положении,12,0.00689%
схватила,12,0.00689%
столе,12,0.00689%
объясниться,12,0.00689%
пяти,12,0.00689%
письма,12,0.00689%
губах,12,0.00689%
нагнулся,12,0.00689%
убийства,12,0.00689%
семеновны,12,0.00689%
видит,12,0.00689%
дойдя,12,0.00689%
будете,12,0.00689%
ворота,12,0.00689%
грубо,12,0.00689%
ответа,12,0.00689%
стены,12,0.00689%
чувств,12,0.00689%
начале,12,0.00689%
видела,11,0.00631%
больной,11,0.00631%
рода,11,0.00631%
воротами,11,0.00631%
наедине,11,0.00631%
случаю,11,0.00631%
авдотьи,11,0.00631%
беру,11,0.00631%
недели,11,0.00631%
неделю,11,0.00631%
шепотом,11,0.00631%
кровью,11,0.00631%
существует,11,0.00631%
последней,11,0.00631%
грех,11,0.00631%
разглядеть,11,0.00631%
кончить,11,0.00631%
поздно,11,0.00631%
усмешкой,11,0.00631%
спустя,11,0.00631%
имеете,11,0.00631%
идея,11,0.00631%
отлично,11,0.00631%
хлеб,11,0.00631%
причем,11,0.00631%
коля,11,0.00631%
дел,11,0.00631%
обязан,11,0.00631%
намерения,11,0.00631%
смешно,11,0.00631%
целая,11,0.00631%
целковых,11,0.00631%
крик,11,0.00631%
протянул,11,0.00631%
поводу,11,0.00631%
четверть,11,0.00631%
остановилась,11,0.00631%
паче,11,0.00631%
мармеладова,11,0.00631%
весело,11,0.00631%
плача,11,0.00631%
спать,11,0.00631%
удивился,11,0.00631%
сидеть,11,0.00631%
сидела,11,0.00631%
упор,11,0.00631%
брака,11,0.00631%
показать,11,0.00631%
большим,11,0.00631%
мелькнуло,11,0.00631%
уходить,11,0.00631%
мельком,11,0.00631%
десяти,11,0.00631%
меньше,11,0.00631%
навеки,11,0.00631%
шага,11,0.00631%
убежать,11,0.00631%
пол,11,0.00631%
захохотал,11,0.00631%
спал,11,0.00631%
сряду,11,0.00631%
стану,11,0.00631%
тихонько,11,0.00631%
самою,11,0.00631%
кричал,11,0.00631%
бумажку,11,0.00631%
лужину,11,0.00631%
острог,11,0.00631%
романовны,11,0.00631%
недоверчиво,11,0.00631%
оставаться,11,0.00631%
поспешно,11,0.00631%
приходила,11,0.00631%
передать,11,0.00631%
молчал,11,0.00631%
обернулся,11,0.00631%
плохо,11,0.00631%
неподвижно,11,0.00631%
слегка,11,0.00631%
усиленно,11,0.00631%
нашли,11,0.00631%
невеста,11,0.00631%
нашей,11,0.00631%
нашем,11,0.00631%
вашем,11,0.00631%
помнишь,11,0.00631%
машинально,11,0.00631%
твой,11,0.00631%
братом,11,0.00631%
возьму,11,0.00631%
пришлось,11,0.00631%
недалеко,11,0.00631%
желал,11,0.00631%
оставь,11,0.00631%
стоят,11,0.00631%
благородный,11,0.00631%
чувствуя,11,0.00631%
невольно,11,0.00631%
характера,11,0.00631%
прощайте,11,0.00631%
обоих,11,0.00631%
вставая,11,0.00631%
кулаком,11,0.00631%
письме,11,0.00631%
замечал,11,0.00631%
понимала,11,0.00631%
внезапно,11,0.00631%
вошли,11,0.00631%
оборачиваясь,11,0.00631%
встала,11,0.00631%
неприлично,11,0.00631%
опомнился,11,0.00631%
дрожа,11,0.00631%
первом,11,0.00631%
народу,11,0.00631%
спешил,11,0.00631%
вещей,11,0.00631%
стену,11,0.00631%
вытащил,11,0.00631%
закон,11,0.00631%
делом,11,0.00631%
первое,11,0.00631%
жаром,11,0.00631%
дыхание,11,0.00631%
помалу,11,0.00631%
комнат,10,0.00574%
сапоги,10,0.00574%
припомнил,10,0.00574%
задумчивости,10,0.00574%
заключил,10,0.00574%
особенное,10,0.00574%
уроки,10,0.00574%
взгляде,10,0.00574%
vi,10,0.00574%
случая,10,0.00574%
оборванец,10,0.00574%
настойчиво,10,0.00574%
согласитесь,10,0.00574%
глупые,10,0.00574%
посмотрев,10,0.00574%
убежит,10,0.00574%
успела,10,0.00574%
толпы,10,0.00574%
толку,10,0.00574%
остроге,10,0.00574%
испугалась,10,0.00574%
рубль,10,0.00574%
отворилась,10,0.00574%
подворотню,10,0.00574%
отошел,10,0.00574%
дошел,10,0.00574%
капитэн,10,0.00574%
давать,10,0.00574%
каково,10,0.00574%
брак,10,0.00574%
охота,10,0.00574%
сделаю,10,0.00574%
зовут,10,0.00574%
впереди,10,0.00574%
месяцев,10,0.00574%
попросил,10,0.00574%
пришло,10,0.00574%
муки,10,0.00574%
болтать,10,0.00574%
случиться,10,0.00574%
ужасе,10,0.00574%
конца,10,0.00574%
смотрю,10,0.00574%
колокольчик,10,0.00574%
целые,10,0.00574%
целью,10,0.00574%
жду,10,0.00574%
подняла,10,0.00574%
отношении,10,0.00574%
постоянно,10,0.00574%
имея,10,0.00574%
худо,10,0.00574%
началось,10,0.00574%
власть,10,0.00574%
жили,10,0.00574%
кончил,10,0.00574%
капельку,10,0.00574%
припоминая,10,0.00574%
прощения,10,0.00574%
получить,10,0.00574%
пишет,10,0.00574%
городовой,10,0.00574%
продолжалось,10,0.00574%
муж,10,0.00574%
наш,10,0.00574%
познакомиться,10,0.00574%
остается,10,0.00574%
рассудить,10,0.00574%
входил,10,0.00574%
лужиным,10,0.00574%
такими,10,0.00574%
сообщить,10,0.00574%
пью,10,0.00574%
странный,10,0.00574%
средства,10,0.00574%
одеяло,10,0.00574%
гордость,10,0.00574%
сна,10,0.00574%
зайду,10,0.00574%
исход,10,0.00574%
кармане,10,0.00574%
сделала,10,0.00574%
оставить,10,0.00574%
устал,10,0.00574%
сзади,10,0.00574%
напрасно,10,0.00574%
бояться,10,0.00574%
моста,10,0.00574%
взад,10,0.00574%
беспокойством,10,0.00574%
судя,10,0.00574%
отнюдь,10,0.00574%
общества,10,0.00574%
поля,10,0.00574%
особенности,10,0.00574%
пору,10,0.00574%
тридцати,10,0.00574%
доктора,10,0.00574%
разврат,10,0.00574%
прислала,10,0.00574%
любви,10,0.00574%
явилась,10,0.00574%
свидании,10,0.00574%
штука,10,0.00574%
леня,10,0.00574%
наяву,10,0.00574%
вашему,10,0.00574%
души,10,0.00574%
садитесь,10,0.00574%
угрюмо,10,0.00574%
духа,10,0.00574%
указал,10,0.00574%
вода,10,0.00574%
слышала,10,0.00574%
искал,10,0.00574%
водки,10,0.00574%
подобных,10,0.00574%
берет,10,0.00574%
ногах,10,0.00574%
малейшего,10,0.00574%
молчания,10,0.00574%
устроить,10,0.00574%
хотят,10,0.00574%
выдержал,10,0.00574%
губами,10,0.00574%
невесты,10,0.00574%
наших,10,0.00574%
воскликнула,10,0.00574%
любить,10,0.00574%
пройти,10,0.00574%
придешь,10,0.00574%
звал,10,0.00574%
вход,10,0.00574%
вопросительно,10,0.00574%
сделайте,10,0.00574%
выгоднее,10,0.00574%
однажды,10,0.00574%
взглянув,10,0.00574%
тему,10,0.00574%
вставать,10,0.00574%
спрошу,10,0.00574%
следовало,10,0.00574%
сперва,10,0.00574%
смеяться,10,0.00574%
положительно,10,0.00574%
дунечки,10,0.00574%
дунечке,10,0.00574%
будущем,10,0.00574%
пьяные,10,0.00574%
справедливо,10,0.00574%
глазам,10,0.00574%
ночам,10,0.00574%
сомнения,10,0.00574%
страху,10,0.00574%
расскажу,10,0.00574%
речь,10,0.00574%
речи,10,0.00574%
улики,10,0.00574%
дрожь,10,0.00574%
заперта,10,0.00574%
вышли,10,0.00574%
лжешь,10,0.00574%
считаю,10,0.00574%
вчерашний,10,0.00574%
мучить,10,0.00574%
катерину,10,0.00574%
задумался,10,0.00574%
зайти,10,0.00574%
закричала,10,0.00574%
рассмеялся,9,0.00516%
имела,9,0.00516%
имеют,9,0.00516%
неприятно,9,0.00516%
малый,9,0.00516%
надел,9,0.00516%
объявил,9,0.00516%
сказав,9,0.00516%
скажет,9,0.00516%
понятно,9,0.00516%
отправился,9,0.00516%
семена,9,0.00516%
работник,9,0.00516%
пункт,9,0.00516%
тоном,9,0.00516%
боялась,9,0.00516%
дуней,9,0.00516%
посмотрим,9,0.00516%
добрый,9,0.00516%
сознание,9,0.00516%
увидите,9,0.00516%
дворником,9,0.00516%
каждую,9,0.00516%
обыск,9,0.00516%
заметив,9,0.00516%
поцеловал,9,0.00516%
другому,9,0.00516%
принужден,9,0.00516%
кричали,9,0.00516%
вспыхнула,9,0.00516%
находится,9,0.00516%
андрея,9,0.00516%
одолжение,9,0.00516%
смеясь,9,0.00516%
краска,9,0.00516%
высшей,9,0.00516%
подумайте,9,0.00516%
работников,9,0.00516%
мост,9,0.00516%
городе,9,0.00516%
угла,9,0.00516%
работы,9,0.00516%
какими,9,0.00516%
направлению,9,0.00516%
хозяин,9,0.00516%
простить,9,0.00516%
саду,9,0.00516%
